State,County,ICU Beds
Kentucky,Wolfe,0
Kentucky,Woodford,0
Louisiana,Acadia,4
Louisiana,Allen,3
Louisiana,Ascension,0
Louisiana,Assumption,0
Louisiana,Avoyelles,2
Louisiana,Beauregard,6
Louisiana,Bienville,0
Louisiana,Bossier,0
Louisiana,Caddo,107
Louisiana,Calcasieu,75
Louisiana,Caldwell,0
Louisiana,Cameron,0
Louisiana,Catahoula,0
Louisiana,Claiborne,4
Louisiana,Concordia,5
Louisiana,De Soto,0
Louisiana,East Baton Rouge,124
Louisiana,East Carroll,0
Louisiana,East Feliciana,0
Louisiana,Evangeline,24
Louisiana,Franklin,6
Louisiana,Grant,0
Louisiana,Iberia,11
Louisiana,Iberville,0
Louisiana,Jackson,0
Louisiana,Jefferson,215
Louisiana,Jefferson Davis,5
Louisiana,Lafayette,80
Louisiana,Lafourche,21
Louisiana,LaSalle,0
Louisiana,Lincoln,17
Louisiana,Livingston,0
Louisiana,Madison,0
Louisiana,Morehouse,12
Louisiana,Natchitoches,8
Louisiana,Orleans,111
Louisiana,Ouachita,88
Louisiana,Plaquemines,0
Louisiana,Pointe Coupee,0
Louisiana,Rapides,26
Louisiana,Red River,0
Louisiana,Richland,2
Louisiana,Sabine,0
Louisiana,St. Bernard,8
Louisiana,St. Charles,8
Louisiana,St. Helena,0
Louisiana,St. James,0
Louisiana,St. John the Baptist,0
Louisiana,St. Landry,16
Louisiana,St. Martin,0
Louisiana,St. Mary,15
Louisiana,St. Tammany,149
Louisiana,Tangipahoa,64
Louisiana,Tensas,0
Louisiana,Terrebonne,26
Louisiana,Union,0
Louisiana,Vermilion,6
Louisiana,Vernon,7
Louisiana,Washington,13
Louisiana,Webster,16
Louisiana,West Baton Rouge,0
Louisiana,West Carroll,0
Louisiana,West Feliciana,0
Louisiana,Winn,5
Maine,Androscoggin,54
Maine,Aroostook,12
Maine,Cumberland,72
Maine,Franklin,5
Maine,Hancock,6
Maine,Kennebec,16
Maine,Knox,8
Maine,Lincoln,4
Maine,Oxford,6
Maine,Penobscot,51
Maine,Piscataquis,0
Maine,Sagadahoc,0
Maine,Somerset,4
Maine,Waldo,4
Maine,Washington,0
Maine,York,14
Maryland,Allegany,15
Maryland,Anne Arundel,53
Maryland,Baltimore,123
Maryland,Calvert,4
Maryland,Caroline,0
Maryland,Carroll,10
Maryland,Cecil,5
Maryland,Charles,10
Maryland,Dorchester,0
Maryland,Frederick,18
Maryland,Garrett,2
Maryland,Harford,19
Maryland,Howard,16
Maryland,Kent,6
Maryland,Montgomery,150
Maryland,Prince George's,89
Maryland,Queen Anne's,0
Maryland,St. Mary's,12
Maryland,Somerset,0
Maryland,Talbot,16
Maryland,Washington,48
Maryland,Wicomico,24
Maryland,Worcester,6
Maryland,Baltimore City,508
Massachusetts,Barnstable,34
Massachusetts,Berkshire,24
Massachusetts,Bristol,96
Massachusetts,Dukes,0
Massachusetts,Essex,98
Massachusetts,Franklin,6
Massachusetts,Hampden,119
Massachusetts,Hampshire,11
Massachusetts,Middlesex,216
Massachusetts,Nantucket,0
Massachusetts,Norfolk,59
Massachusetts,Plymouth,47
Massachusetts,Suffolk,447
Massachusetts,Worcester,169
Michigan,Alcona,0
Michigan,Alger,0
Michigan,Allegan,0
Michigan,Alpena,9
Michigan,Antrim,0
Michigan,Arenac,5
Michigan,Baraga,0
Michigan,Barry,0
Michigan,Bay,32
Michigan,Benzie,0
Michigan,Berrien,20
Michigan,Branch,10
Michigan,Calhoun,32
Michigan,Cass,0
Michigan,Charlevoix,0
Michigan,Cheboygan,0
Michigan,Chippewa,6
Michigan,Clare,0
Michigan,Clinton,2
Michigan,Crawford,6
Michigan,Delta,9
Michigan,Dickinson,6
Michigan,Eaton,0
Michigan,Emmet,58
Michigan,Genesee,151
Michigan,Gladwin,0
Michigan,Gogebic,5
Michigan,Grand Traverse,20
Michigan,Gratiot,0
Michigan,Hillsdale,4
Michigan,Houghton,5
Michigan,Huron,4
Michigan,Ingham,219
Michigan,Ionia,2
Michigan,Iosco,4
Michigan,Iron,3
Michigan,Isabella,8
Michigan,Jackson,51
Michigan,Kalamazoo,34
Michigan,Kalkaska,0
Michigan,Kent,150
Michigan,Keweenaw,0
Michigan,Lake,0
Michigan,Lapeer,10
Michigan,Leelanau,0
Michigan,Lenawee,0
Michigan,Livingston,8
Michigan,Luce,0
Michigan,Mackinac,0
Michigan,Macomb,122
Michigan,Manistee,0
Michigan,Marquette,30
Michigan,Mason,6
Michigan,Mecosta,4
Michigan,Menominee,0
Michigan,Midland,26
Michigan,Missaukee,0
Michigan,Monroe,0
Michigan,Montcalm,12
Michigan,Montmorency,0
Michigan,Muskegon,37
Michigan,Newaygo,9
Michigan,Oakland,409
Michigan,Oceana,0
Michigan,Ogemaw,10
Michigan,Ontonagon,0
Michigan,Osceola,4
Michigan,Oscoda,0
Michigan,Otsego,4
Michigan,Ottawa,22
Michigan,Presque Isle,0
Michigan,Roscommon,0
Michigan,Saginaw,133
Michigan,St. Clair,23
Michigan,St. Joseph,8
Michigan,Sanilac,0
Michigan,Schoolcraft,0
Michigan,Shiawassee,7
Michigan,Tuscola,0
Michigan,Van Buren,0
Michigan,Washtenaw,92
Michigan,Wayne,586
Michigan,Wexford,6
Minnesota,Aitkin,4
Minnesota,Anoka,35
Minnesota,Becker,8
Minnesota,Beltrami,10
Minnesota,Benton,0
Minnesota,Big Stone,0
Minnesota,Blue Earth,29
Minnesota,Brown,0
Minnesota,Carlton,6
Minnesota,Carver,25
Minnesota,Cass,0
Minnesota,Chippewa,0
Minnesota,Chisago,10
Minnesota,Clay,0
Minnesota,Clearwater,0
Minnesota,Cook,0
Minnesota,Cottonwood,0
Minnesota,Crow Wing,16
Minnesota,Dakota,12
Minnesota,Dodge,0
Minnesota,Douglas,8
Minnesota,Faribault,4
Minnesota,Fillmore,0
Minnesota,Freeborn,18
Minnesota,Goodhue,4
Minnesota,Grant,0
Minnesota,Hennepin,311
Minnesota,Houston,0
Minnesota,Hubbard,0
Minnesota,Isanti,0
Minnesota,Itasca,9
Minnesota,Jackson,0
Minnesota,Kanabec,4
Minnesota,Kandiyohi,8
Minnesota,Kittson,0
Minnesota,Koochiching,0
Minnesota,Lac qui Parle,0
Minnesota,Lake,0
Minnesota,Lake of the Woods,0
Minnesota,Le Sueur,0
Minnesota,Lincoln,0
Minnesota,Lyon,0
Minnesota,McLeod,6
Minnesota,Mahnomen,0
Minnesota,Marshall,0
Minnesota,Martin,0
Minnesota,Meeker,0
Minnesota,Mille Lacs,4
Minnesota,Morrison,6
Minnesota,Mower,0
Minnesota,Murray,0
Minnesota,Nicollet,0
Minnesota,Nobles,0
Minnesota,Norman,0
Minnesota,Olmsted,218
Minnesota,Otter Tail,5
Minnesota,Pennington,0
Minnesota,Pine,0
Minnesota,Pipestone,0
Minnesota,Polk,5
Minnesota,Pope,0
Minnesota,Ramsey,135
Minnesota,Red Lake,0
Minnesota,Redwood,0
Minnesota,Renville,0
Minnesota,Rice,4
Minnesota,Rock,0
Minnesota,Roseau,0
Minnesota,St. Louis,179
Minnesota,Scott,0
Minnesota,Sherburne,0
Minnesota,Sibley,0
Minnesota,Stearns,41
Minnesota,Steele,0
Minnesota,Stevens,0
Minnesota,Swift,0
Minnesota,Todd,3
Minnesota,Traverse,0
Minnesota,Wabasha,0
Minnesota,Wadena,2
Minnesota,Waseca,0
Minnesota,Washington,31
Minnesota,Watonwan,0
Minnesota,Wilkin,0
Minnesota,Winona,8
Minnesota,Wright,3
Minnesota,Yellow Medicine,0
Mississippi,Adams,15
Mississippi,Alcorn,24
Mississippi,Amite,0
Mississippi,Attala,0
Mississippi,Benton,0
Mississippi,Bolivar,8
Mississippi,Calhoun,0
Mississippi,Carroll,0
Mississippi,Chickasaw,0
Mississippi,Choctaw,0
Mississippi,Claiborne,0
Mississippi,Clarke,0
Mississippi,Clay,6
Mississippi,Coahoma,10
Mississippi,Copiah,0
Mississippi,Covington,0
Mississippi,DeSoto,44
Mississippi,Forrest,48
Mississippi,Franklin,0
Mississippi,George,6
Mississippi,Greene,0
Mississippi,Grenada,5
Mississippi,Hancock,6
Mississippi,Harrison,57
Mississippi,Hinds,218
Mississippi,Holmes,0
Mississippi,Humphreys,0
Mississippi,Issaquena,0
Mississippi,Itawamba,0
Mississippi,Jackson,48
Mississippi,Jasper,0
Mississippi,Jefferson,0
Mississippi,Jefferson Davis,0
Mississippi,Jones,14
Mississippi,Kemper,0
Mississippi,Lafayette,24
Mississippi,Lamar,17
Mississippi,Lauderdale,51
Mississippi,Lawrence,0
Mississippi,Leake,0
Mississippi,Lee,42
Mississippi,Leflore,9
Mississippi,Lincoln,5
Mississippi,Lowndes,18
Mississippi,Madison,7
Mississippi,Marion,6
Mississippi,Marshall,0
Mississippi,Monroe,9
Mississippi,Montgomery,0
Mississippi,Neshoba,0
Mississippi,Newton,0
Mississippi,Noxubee,0
Mississippi,Oktibbeha,6
Mississippi,Panola,0
Mississippi,Pearl River,6
Mississippi,Perry,0
Mississippi,Pike,28
Mississippi,Pontotoc,0
Mississippi,Prentiss,11
Mississippi,Quitman,0
Mississippi,Rankin,18
Mississippi,Scott,0
Mississippi,Sharkey,0
Mississippi,Simpson,0
Mississippi,Smith,0
Mississippi,Stone,0
Mississippi,Sunflower,0
Mississippi,Tallahatchie,0
Mississippi,Tate,0
Mississippi,Tippah,0
Mississippi,Tishomingo,0
Mississippi,Tunica,0
Mississippi,Union,8
Mississippi,Walthall,0
Mississippi,Warren,22
Mississippi,Washington,22
Mississippi,Wayne,6
Mississippi,Webster,0
Mississippi,Wilkinson,0
Mississippi,Winston,0
Mississippi,Yalobusha,0
Mississippi,Yazoo,0
Missouri,Adair,10
Missouri,Andrew,0
Missouri,Atchison,0
Missouri,Audrain,0
Missouri,Barry,0
Missouri,Barton,4
Missouri,Bates,0
Missouri,Benton,0
Missouri,Bollinger,0
Missouri,Boone,110
Missouri,Buchanan,21
Missouri,Butler,14
Missouri,Caldwell,0
Missouri,Callaway,0
Missouri,Camden,18
Missouri,Cape Girardeau,32
Missouri,Carroll,0
Missouri,Carter,0
Missouri,Cass,9
Missouri,Cedar,0
Missouri,Chariton,0
Missouri,Christian,0
Missouri,Clark,0
Missouri,Clay,172
Missouri,Clinton,5
Missouri,Cole,25
Missouri,Cooper,0
Missouri,Crawford,0
Missouri,Dade,0
Missouri,Dallas,0
Missouri,Daviess,0
Missouri,DeKalb,0
Missouri,Dent,0
Missouri,Douglas,0
Missouri,Dunklin,0
Missouri,Franklin,13
Missouri,Gasconade,0
Missouri,Gentry,0
Missouri,Greene,163
Missouri,Grundy,0
Missouri,Harrison,0
Missouri,Henry,8
Missouri,Hickory,0
Missouri,Holt,0
Missouri,Howard,0
Missouri,Howell,12
Missouri,Iron,0
Missouri,Jackson,274
Missouri,Jasper,88
Missouri,Jefferson,67
Missouri,Johnson,0
Missouri,Knox,0
Missouri,Laclede,4
Missouri,Lafayette,2
Missouri,Lawrence,0
Missouri,Lewis,0
Missouri,Lincoln,4
Missouri,Linn,0
Missouri,Livingston,0
Missouri,McDonald,0
Missouri,Macon,0
Missouri,Madison,0
Missouri,Maries,0
Missouri,Marion,8
Missouri,Mercer,0
Missouri,Miller,0
Missouri,Mississippi,0
Missouri,Moniteau,0
Missouri,Monroe,0
Missouri,Montgomery,0
Missouri,Morgan,0
Missouri,New Madrid,0
Missouri,Newton,0
Missouri,Nodaway,0
Missouri,Oregon,0
Missouri,Osage,0
Missouri,Ozark,0
Missouri,Pemiscot,7
Missouri,Perry,0
Missouri,Pettis,9
Missouri,Phelps,18
Missouri,Pike,0
Missouri,Platte,0
Missouri,Polk,8
Missouri,Pulaski,0
Missouri,Putnam,0
Missouri,Ralls,0
Missouri,Randolph,8
Missouri,Ray,0
Missouri,Reynolds,0
Missouri,Ripley,0
Missouri,St. Charles,39
Missouri,St. Clair,0
Missouri,Ste. Genevieve,0
Missouri,St. Francois,10
Missouri,St. Louis,468
Missouri,Saline,7
Missouri,Schuyler,0
Missouri,Scotland,0
Missouri,Scott,12
Missouri,Shannon,0
Missouri,Shelby,0
Missouri,Stoddard,4
Missouri,Stone,0
Missouri,Sullivan,0
Missouri,Taney,18
Missouri,Texas,4
Missouri,Vernon,6
Missouri,Warren,0
Missouri,Washington,0
Missouri,Wayne,0
Missouri,Webster,0
Missouri,Worth,0
Missouri,Wright,0
Missouri,St. Louis City,207
Montana,Beaverhead,0
Montana,Big Horn,0
Montana,Blaine,0
Montana,Broadwater,0
Montana,Carbon,0
Montana,Carter,0
Montana,Cascade,20
Montana,Chouteau,0
Montana,Custer,4
Montana,Daniels,0
Montana,Dawson,3
Montana,Deer Lodge,0
Montana,Fallon,0
Montana,Fergus,0
Montana,Flathead,22
Montana,Gallatin,8
Montana,Garfield,0
Montana,Glacier,0
Montana,Golden Valley,0
Montana,Granite,0
Montana,Hill,6
Montana,Jefferson,0
Montana,Judith Basin,0
Montana,Lake,0
Montana,Lewis and Clark,8
Montana,Liberty,0
Montana,Lincoln,0
Montana,McCone,0
Montana,Madison,0
Montana,Meagher,0
Montana,Mineral,0
Montana,Missoula,32
Montana,Musselshell,0
Montana,Park,4
Montana,Petroleum,0
Montana,Phillips,0
Montana,Pondera,0
Montana,Powder River,0
Montana,Powell,0
Montana,Prairie,0
Montana,Ravalli,5
Montana,Richland,0
Montana,Roosevelt,0
Montana,Rosebud,1
Montana,Sanders,0
Montana,Sheridan,0
Montana,Silver Bow,11
Montana,Stillwater,0
Montana,Sweet Grass,0
Montana,Teton,0
Montana,Toole,0
Montana,Treasure,0
Montana,Valley,0
Montana,Wheatland,0
Montana,Wibaux,0
Montana,Yellowstone,41
Nebraska,Adams,10
Nebraska,Antelope,0
Nebraska,Arthur,0
Nebraska,Banner,0
Nebraska,Blaine,0
Nebraska,Boone,0
Nebraska,Box Butte,0
Nebraska,Boyd,0
Nebraska,Brown,0
Nebraska,Buffalo,34
Nebraska,Burt,0
Nebraska,Butler,0
Nebraska,Cass,0
Nebraska,Cedar,0
Nebraska,Chase,0
Nebraska,Cherry,0
Nebraska,Cheyenne,4
Nebraska,Clay,0
Nebraska,Colfax,0
Nebraska,Cuming,0
Nebraska,Custer,0
Nebraska,Dakota,0
Nebraska,Dawes,0
Nebraska,Dawson,0
Nebraska,Deuel,0
Nebraska,Dixon,0
Nebraska,Dodge,0
Nebraska,Douglas,187
Nebraska,Dundy,0
Nebraska,Fillmore,0
Nebraska,Franklin,0
Nebraska,Frontier,0
Nebraska,Furnas,0
Nebraska,Gage,3
Nebraska,Garden,0
Nebraska,Garfield,0
Nebraska,Gosper,0
Nebraska,Grant,0
Nebraska,Greeley,0
Nebraska,Hall,16
Nebraska,Hamilton,0
Nebraska,Harlan,0
Nebraska,Hayes,0
Nebraska,Hitchcock,0
Nebraska,Holt,0
Nebraska,Hooker,0
Nebraska,Howard,0
Nebraska,Jefferson,0
Nebraska,Johnson,0
Nebraska,Kearney,0
Nebraska,Keith,0
Nebraska,Keya Paha,0
Nebraska,Kimball,0
Nebraska,Knox,0
Nebraska,Lancaster,108
Nebraska,Lincoln,19
Nebraska,Logan,0
Nebraska,Loup,0
Nebraska,McPherson,0
Nebraska,Madison,24
Nebraska,Merrick,0
Nebraska,Morrill,0
Nebraska,Nance,0
Nebraska,Nemaha,0
Nebraska,Nuckolls,0
Nebraska,Otoe,0
Nebraska,Pawnee,0
Nebraska,Perkins,0
Nebraska,Phelps,0
Nebraska,Pierce,0
Nebraska,Platte,5
Nebraska,Polk,0
Nebraska,Red Willow,0
Nebraska,Richardson,0
Nebraska,Rock,0
Nebraska,Saline,0
Nebraska,Sarpy,8
Nebraska,Saunders,0
Nebraska,Scotts Bluff,22
Nebraska,Seward,0
Nebraska,Sheridan,0
Nebraska,Sherman,0
Nebraska,Sioux,0
Nebraska,Stanton,0
Nebraska,Thayer,0
Nebraska,Thomas,0
Nebraska,Thurston,0
Nebraska,Valley,0
Nebraska,Washington,0
Nebraska,Wayne,0
Nebraska,Webster,0
Nebraska,Wheeler,0
Nebraska,York,0
Nevada,Churchill,0
Nevada,Clark,535
Nevada,Douglas,0
Nevada,Elko,7
Nevada,Esmeralda,0
Nevada,Eureka,0
Nevada,Humboldt,3
Nevada,Lander,0
Nevada,Lincoln,0
Nevada,Lyon,0
Nevada,Mineral,0
Nevada,Nye,0
Nevada,Pershing,0
Nevada,Storey,0
Nevada,Washoe,331
Nevada,White Pine,0
Nevada,Carson City,24
New Hampshire,Belknap,10
New Hampshire,Carroll,8
New Hampshire,Cheshire,27
New Hampshire,Coos,3
New Hampshire,Grafton,54
New Hampshire,Hillsborough,62
New Hampshire,Merrimack,18
New Hampshire,Rockingham,43
New Hampshire,Strafford,17
New Hampshire,Sullivan,0
New Jersey,Atlantic,64
New Jersey,Bergen,147
New Jersey,Burlington,82
New Jersey,Camden,199
New Jersey,Cape May,16
New Jersey,Cumberland,36
New Jersey,Essex,267
New Jersey,Gloucester,14
New Jersey,Hudson,105
New Jersey,Hunterdon,12
New Jersey,Mercer,92
New Jersey,Middlesex,185
New Jersey,Monmouth,152
New Jersey,Morris,91
New Jersey,Ocean,106
New Jersey,Passaic,97
New Jersey,Salem,19
New Jersey,Somerset,28
New Jersey,Sussex,10
New Jersey,Union,80
New Jersey,Warren,20
New Mexico,Bernalillo,138
New Mexico,Catron,0
New Mexico,Chaves,24
New Mexico,Cibola,4
New Mexico,Colfax,4
New Mexico,Curry,8
New Mexico,De Baca,0
New Mexico,Dona Ana,51
New Mexico,Eddy,12
New Mexico,Grant,6
New Mexico,Guadalupe,0
New Mexico,Harding,0
New Mexico,Hidalgo,0
New Mexico,Lea,8
New Mexico,Lincoln,4
New Mexico,Los Alamos,6
New Mexico,Luna,6
New Mexico,McKinley,5
New Mexico,Mora,0
New Mexico,Otero,10
New Mexico,Quay,0
New Mexico,Rio Arriba,8
New Mexico,Roosevelt,0
New Mexico,Sandoval,0
New Mexico,San Juan,10
New Mexico,San Miguel,8
New Mexico,Santa Fe,22
New Mexico,Sierra,0
New Mexico,Socorro,0
New Mexico,Taos,6
New Mexico,Torrance,0
New Mexico,Union,0
New Mexico,Valencia,0
New York,Albany,120
New York,Allegany,6
New York,Bronx,270
New York,Broome,47
New York,Cattaraugus,0
New York,Cayuga,14
New York,Chautauqua,26
New York,Chemung,20
New York,Chenango,7
New York,Clinton,21
New York,Columbia,9
New York,Cortland,12
New York,Delaware,0
New York,Dutchess,51
New York,Erie,262
New York,Essex,0
New York,Franklin,13
New York,Fulton,8
New York,Genesee,10
New York,Greene,0
New York,Hamilton,0
New York,Herkimer,0
New York,Jefferson,10
New York,Kings,318
New York,Lewis,6
New York,Livingston,0
New York,Madison,6
New York,Monroe,191
New York,Montgomery,8
New York,Nassau,461
New York,New York,761
New York,Niagara,32
New York,Oneida,51
New York,Onondaga,152
New York,Ontario,27
New York,Orange,76
New York,Orleans,0
New York,Oswego,8
New York,Otsego,14
New York,Putnam,10
New York,Queens,129
New York,Rensselaer,12
New York,Richmond,114
New York,Rockland,39
New York,St. Lawrence,20
New York,Saratoga,19
New York,Schenectady,36
New York,Schoharie,0
New York,Schuyler,0
New York,Seneca,0
New York,Steuben,8
New York,Suffolk,281
New York,Sullivan,10
New York,Tioga,0
New York,Tompkins,16
New York,Ulster,25
New York,Warren,24
New York,Washington,0
New York,Wayne,8
New York,Westchester,179
New York,Wyoming,5
New York,Yates,0
North Carolina,Alamance,20
North Carolina,Alexander,0
North Carolina,Alleghany,0
North Carolina,Anson,0
North Carolina,Ashe,0
North Carolina,Avery,0
North Carolina,Beaufort,8
North Carolina,Bertie,0
North Carolina,Bladen,4
North Carolina,Brunswick,19
North Carolina,Buncombe,166
North Carolina,Burke,16
North Carolina,Cabarrus,25
North Carolina,Caldwell,12
North Carolina,Camden,0
North Carolina,Carteret,8
North Carolina,Caswell,0
North Carolina,Catawba,52
North Carolina,Chatham,4
North Carolina,Cherokee,0
North Carolina,Chowan,4
North Carolina,Clay,0
North Carolina,Cleveland,57
North Carolina,Columbus,10
North Carolina,Craven,72
North Carolina,Cumberland,48
North Carolina,Currituck,0
North Carolina,Dare,0
North Carolina,Davidson,29
North Carolina,Davie,0
North Carolina,Duplin,9
North Carolina,Durham,148
North Carolina,Edgecombe,15
North Carolina,Forsyth,259
North Carolina,Franklin,0
North Carolina,Gaston,74
North Carolina,Gates,0
North Carolina,Graham,0
North Carolina,Granville,6
North Carolina,Greene,0
North Carolina,Guilford,142
North Carolina,Halifax,16
North Carolina,Harnett,14
North Carolina,Haywood,12
North Carolina,Henderson,27
North Carolina,Hertford,10
North Carolina,Hoke,0
North Carolina,Hyde,0
North Carolina,Iredell,36
North Carolina,Jackson,9
North Carolina,Johnston,24
North Carolina,Jones,0
North Carolina,Lee,8
North Carolina,Lenoir,14
North Carolina,Lincoln,10
North Carolina,McDowell,9
North Carolina,Macon,5
North Carolina,Madison,0
North Carolina,Martin,6
North Carolina,Mecklenburg,173
North Carolina,Mitchell,0
North Carolina,Montgomery,0
North Carolina,Moore,68
North Carolina,Nash,21
North Carolina,New Hanover,57
North Carolina,Northampton,0
North Carolina,Onslow,14
North Carolina,Orange,13
North Carolina,Pamlico,0
North Carolina,Pasquotank,10
North Carolina,Pender,0
North Carolina,Perquimans,0
North Carolina,Person,6
North Carolina,Pitt,71
North Carolina,Polk,6
North Carolina,Randolph,12
North Carolina,Richmond,0
North Carolina,Robeson,25
North Carolina,Rockingham,9
North Carolina,Rowan,20
North Carolina,Rutherford,18
North Carolina,Sampson,8
North Carolina,Scotland,8
North Carolina,Stanly,10
North Carolina,Stokes,0
North Carolina,Surry,10
North Carolina,Swain,0
North Carolina,Transylvania,4
North Carolina,Tyrrell,0
North Carolina,Union,14
North Carolina,Vance,20
North Carolina,Wake,175
North Carolina,Warren,0
North Carolina,Washington,0
North Carolina,Watauga,10
North Carolina,Wayne,16
North Carolina,Wilkes,8
North Carolina,Wilson,14
North Carolina,Yadkin,0
North Carolina,Yancey,0
North Dakota,Adams,0
North Dakota,Barnes,0
North Dakota,Benson,0
North Dakota,Billings,0
North Dakota,Bottineau,0
North Dakota,Bowman,0
North Dakota,Burke,0
North Dakota,Burleigh,72
North Dakota,Cass,111
North Dakota,Cavalier,0
North Dakota,Dickey,0
North Dakota,Divide,0
North Dakota,Dunn,0
North Dakota,Eddy,0
North Dakota,Emmons,0
North Dakota,Foster,0
North Dakota,Golden Valley,0
North Dakota,Grand Forks,26
North Dakota,Grant,0
North Dakota,Griggs,0
North Dakota,Hettinger,0
North Dakota,Kidder,0
North Dakota,LaMoure,0
North Dakota,Logan,0
North Dakota,McHenry,0
North Dakota,McIntosh,0
North Dakota,McKenzie,0
North Dakota,McLean,0
North Dakota,Mercer,0
North Dakota,Morton,0
North Dakota,Mountrail,0
North Dakota,Nelson,0
North Dakota,Oliver,0
North Dakota,Pembina,0
North Dakota,Pierce,0
North Dakota,Ramsey,0
North Dakota,Ransom,0
North Dakota,Renville,0
North Dakota,Richland,0
North Dakota,Rolette,0
North Dakota,Sargent,0
North Dakota,Sheridan,0
North Dakota,Sioux,0
North Dakota,Slope,0
North Dakota,Stark,4
North Dakota,Steele,0
North Dakota,Stutsman,6
North Dakota,Towner,0
North Dakota,Traill,0
North Dakota,Walsh,0
North Dakota,Ward,19
North Dakota,Wells,0
North Dakota,Williams,0
Ohio,Adams,0
Ohio,Allen,62
Ohio,Ashland,6
Ohio,Ashtabula,19
Ohio,Athens,0
Ohio,Auglaize,6
Ohio,Belmont,15
Ohio,Brown,0
Ohio,Butler,74
Ohio,Carroll,0
Ohio,Champaign,0
Ohio,Clark,38
Ohio,Clermont,16
Ohio,Clinton,6
Ohio,Columbiana,20
Ohio,Coshocton,7
Ohio,Crawford,9
Ohio,Cuyahoga,680
Ohio,Darke,6
Ohio,Defiance,8
Ohio,Delaware,6
Ohio,Erie,18
Ohio,Fairfield,20
Ohio,Fayette,6
Ohio,Franklin,449
Ohio,Fulton,7
Ohio,Gallia,14
Ohio,Geauga,12
Ohio,Greene,20
Ohio,Guernsey,11
Ohio,Hamilton,297
Ohio,Hancock,34
Ohio,Hardin,0
Ohio,Harrison,0
Ohio,Henry,5
Ohio,Highland,0
Ohio,Hocking,4
Ohio,Holmes,4
Ohio,Huron,12
Ohio,Jackson,4
Ohio,Jefferson,20
Ohio,Knox,12
Ohio,Lake,27
Ohio,Lawrence,0
Ohio,Licking,38
Ohio,Logan,6
Ohio,Lorain,75
Ohio,Lucas,251
Ohio,Madison,13
Ohio,Mahoning,67
Ohio,Marion,15
Ohio,Medina,12
Ohio,Meigs,0
Ohio,Mercer,5
Ohio,Miami,10
Ohio,Monroe,0
Ohio,Montgomery,196
Ohio,Morgan,0
Ohio,Morrow,3
Ohio,Muskingum,48
Ohio,Noble,0
Ohio,Ottawa,4
Ohio,Paulding,0
Ohio,Perry,0
Ohio,Pickaway,8
Ohio,Pike,0
Ohio,Portage,16
